artist;song;duration_ms;year;tempo;genre;energy;key;loudness
Kandi;Don't Think I'm Not;243533;2000;134.007;pop, R&B;0.622;11;-8.196
Demi Lovato;Heart Attack;210840;2013;173.968;pop;0.785;8;-4.802
50 Cent;Ayo Technology;247946;2007;140.144;hip hop, pop;0.782;8;-5.44
Big Shaq;Man's Not Hot;186026;2017;135.048;pop, Dance/Electronic;0.884;0;-4.076
Black Eyed Peas;Don't Phunk With My Heart;239773;2005;130.889;hip hop, pop;0.928;5;-2.76
Selena Gomez;Same Old Love;229080;2015;98.02;pop;0.593;11;-4.01
Alexandra Burke;Hallelujah;217826;2009;182.571;pop;0.425;2;-6.211
Ultrabeat;Pretty Green Eyes - Radio Edit;201920;2003;139.993;pop, Dance/Electronic;0.775;1;-10.284
Jay Sean;Do You Remember;210306;2009;125.846;hip hop, pop, R&B;0.668;11;-4.892
Stormzy;Vossi Bop;196266;2019;188.115;hip hop, Dance/Electronic;0.653;8;-6.062
Drake;Find Your Love;208946;2010;96.033;hip hop, pop, R&B;0.613;6;-6.005
Chris Brown;Fine China;213666;2013;104.038;hip hop, pop, R&B;0.735;10;-4.758
Flo Rida;Low (feat. T-Pain);231400;2008;128.008;hip hop, pop;0.609;10;-5.64
Darude;Sandstorm;225493;2001;136.065;pop, Dance/Electronic;0.965;11;-7.984
Alicia Keys;You Don't Know My Name;366733;2003;167.078;pop, R&B;0.663;9;-8.264
Mariah Carey;We Belong Together;201400;2005;139.987;pop, R&B;0.476;0;-7.918
Jagged Edge;He Can't Love U;244053;2000;126.279;hip hop, pop, R&B;0.836;8;-3.972
Lady Gaga;Born This Way;260253;2011;123.907;pop;0.828;11;-5.108
Sugababes;Push The Button;218093;2005;126.016;pop, R&B;0.66;8;-5.096
Ed Sheeran;"I See Fire - From ""The Hobbit - The Desolation Of Smaug""";300840;2013;152.037;pop;0.0549;10;-20.514
Evanescence;My Immortal;262533;2003;79.012;metal;0.265;9;-9.206
Maroon 5;Makes Me Wonder;211080;2007;113.996;pop;0.851;7;-2.429
Kevin Rudolf;Let It Rock;231173;2008;113.172;hip hop, pop;0.783;7;-4.41
Joel Adams;Please Don't Go;210580;2015;84.264;R&B;0.768;4;-4.868
Polo G;Pop Out (feat. Lil Tjay);166560;2019;168.112;hip hop;0.639;1;-7.119
Sam Smith;Dancing With A Stranger (with Normani);171029;2019;102.998;pop;0.52;8;-7.513
Anastacia;Sick and Tired;212266;1999;99.848;pop;0.868;0;-4.552
JAY-Z;Excuse Me Miss;281240;2002;92.849;hip hop;0.862;6;-5.531
Trey Songz;Say Aah (feat. Fabolous);207546;2009;93.01;hip hop, pop, R&B;0.87;1;-3.614
All Time Low;Dear Maria, Count Me In;182826;2007;181.04;rock;0.895;2;-3.126
Peking Duk;High (feat. Nicole Millar);228000;2014;100.094;Dance/Electronic;0.803;0;-4.052
Calvin Harris;Under Control (feat. Hurts);184280;2014;126.094;hip hop, pop, Dance/Electronic;0.915;8;-3.405
Scouting For Girls;This Ain't a Love Song;210680;2017;176.667;pop, rock;0.905;0;-4.157
Drake;Best I Ever Had;258760;2010;162.161;hip hop, pop, R&B;0.894;5;-2.673
Keyshia Cole;Let It Go;238360;2007;94.955;hip hop, pop, R&B;0.721;1;-5.165
Jonas Blue;Fast Car;212424;2015;113.945;pop, Dance/Electronic;0.57;9;-6.994
Trapt;Headstrong;285569;2002;184.981;rock, metal;0.896;4;-5.819
Sam Smith;Money On My Mind;192670;2014;133.912;pop;0.841;2;-5.217
Avicii;I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit;208316;2012;127.946;pop, Dance/Electronic;0.79;6;-3.782
Creed;Higher;316733;1999;155.827;pop, rock, metal;0.83;2;-6.254
Robin Schulz;Sugar (feat. Francesco Yates);219043;2015;123.063;pop, Dance/Electronic;0.815;5;-5.098
Enrique Iglesias;Escape;208626;2001;125.972;pop, latin;0.844;11;-5.305
Owl City;Good Time;205933;2012;126.05;rock, pop;0.872;3;-4.269
Mariah Carey;Loverboy;229173;2001;103.141;pop, R&B;0.79;1;-4.125
Kendrick Lamar;LOVE. FEAT. ZACARI.;213400;2017;126.058;hip hop;0.585;10;-7.343
Twista;Overnight Celebrity;233360;2004;134.199;hip hop, pop, R&B;0.792;10;-5.435
Young Money;BedRock;288133;2009;148.005;hip hop, pop;0.664;8;-6.163
N.O.R.E.;Nothin';264653;2002;97.035;hip hop, pop;0.863;3;-6.118
Eminem;The Monster;250188;2013;110.049;hip hop;0.853;1;-3.68
Maroon 5;Girls Like You (feat. Cardi B) - Cardi B Version;235545;2018;124.959;pop;0.541;0;-6.825
Rihanna;Work;219320;2016;91.974;hip hop, pop, R&B;0.534;11;-6.238
Shinedown;Second Chance;222066;2008;100.011;rock, metal;0.796;0;-4.501
Nelly;My Place;336506;2004;163.153;hip hop, pop, R&B;0.641;1;-4.237
Sean Kingston;Beautiful Girls;225373;2007;130.009;hip hop, pop, R&B;0.661;1;-6.075
P!nk;So What;215160;2008;126.019;pop;0.87;11;-3.078
Drake;Nonstop;238614;2018;154.983;hip hop, pop, R&B;0.412;7;-8.074
Jordin Sparks;One Step At a Time;205160;2007;102.028;pop, R&B;0.692;1;-4.672
Alice Deejay;Better Off Alone;214883;2000;136.953;pop;0.88;8;-6.149
Hilltop Hoods;1955;239280;2016;84.044;hip hop, pop;0.5;11;-7.558
AWOLNATION;Sail;259102;2011;119.038;pop, rock;0.435;1;-9.582
The Game;How We Do;235533;2005;98.012;hip hop, pop;0.648;4;-7.401
The Neighbourhood;Sweater Weather;240400;2013;124.053;rock, pop;0.807;10;-2.81
Mario Winans;I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster;257333;2016;97.007;pop;0.515;11;-5.0
Axwell /\ Ingrosso;More Than You Know;203000;2017;123.07;pop, Dance/Electronic;0.741;5;-4.989
Justin Bieber;What Do You Mean?;205680;2015;125.02;pop;0.567;5;-8.118
Future;Low Life (feat. The Weeknd);313546;2016;143.961;hip hop, pop;0.331;8;-7.789
Selena Gomez;Fetish (feat. Gucci Mane);186112;2017;123.013;pop;0.618;2;-4.424
Becky G;Shower;206166;2014;119.987;pop, latin;0.529;2;-7.548
Frankie J;Don't Wanna Try;245293;2003;130.127;hip hop, pop, R&B;0.433;5;-7.577
Flo Rida;I Don't Like It, I Love It (feat. Robin Thicke & Verdine White);224258;2015;118.004;hip hop, pop;0.766;9;-4.697
Jonas Blue;Fast Car;212424;2015;113.901;pop, Dance/Electronic;0.587;9;-6.983
Pharrell Williams;"Happy - From ""Despicable Me 2""";232720;2014;160.019;hip hop, pop;0.822;5;-4.662
Lorde;Team;193058;2013;99.961;pop, Dance/Electronic;0.578;6;-7.436
Montell Jordan;Get It On Tonite;276266;1999;99.008;hip hop, pop, R&B;0.491;10;-9.923
Fergie;Fergalicious;292373;2006;129.055;pop, R&B;0.584;8;-7.72
Drake;Started From the Bottom;174120;2013;86.307;hip hop, pop, R&B;0.523;8;-7.829
Eminem;When I'm Gone;281320;2005;75.272;hip hop;0.746;10;-5.476
The Pussycat Dolls;Beep;229360;2005;103.7;pop, R&B;0.735;7;-6.382
Martin Garrix;In the Name of Love;195706;2016;133.99;pop, Dance/Electronic;0.519;4;-5.88
Pedro Capó;Calma - Remix;238200;2018;126.899;pop, latin;0.773;11;-4.218
Basshunter;All I Ever Wanted - Radio Edit;176453;2008;144.954;pop;0.984;4;-7.051
Olly Murs;Dear Darlin';206373;2012;124.021;pop, Dance/Electronic;0.828;11;-4.672
Kendrick Lamar;Swimming Pools (Drank) - Extended Version;313786;2012;74.132;hip hop;0.485;1;-7.745
Neon Trees;Animal;212306;2010;147.99;rock, pop;0.829;5;-5.576
Enya;Only Time;218546;2000;82.803;World/Traditional, Folk/Acoustic;0.249;3;-13.744
Ida Corr;Let Me Think About It;151973;2012;129.026;set();0.754;0;-3.425
Ying Yang Twins;Salt Shaker;252440;2003;101.965;hip hop, pop;0.697;11;-6.022
James Blunt;1973;280026;2007;123.007;pop;0.668;9;-7.928
MK;17;196489;2017;122.029;pop, Dance/Electronic;0.832;0;-7.202
Brandy;Another Day in Paradise - R&B-Version;271626;2002;102.043;hip hop, pop, R&B;0.787;6;-5.176
Waka Flocka Flame;No Hands (feat. Roscoe Dash & Wale);263773;2010;131.497;hip hop, pop;0.595;1;-6.366
Linkin Park;In the End;216880;2000;105.143;rock, metal;0.864;3;-5.87
Ella Mai;Trip;213993;2018;79.882;hip hop, pop, R&B;0.61;11;-5.628
DJ Pied Piper & The Masters Of Ceremonies;Do You Really Like It? - Radio Edit;217120;2001;131.044;Dance/Electronic;0.877;2;-5.424
Keri Hilson;Knock You Down;326186;2009;155.165;pop, R&B;0.877;8;-4.78
Green Day;American Idiot;176346;2004;186.113;rock;0.988;1;-2.042
Missy Elliott;Hot Boyz;215466;1998;81.125;hip hop, pop, R&B;0.445;1;-11.241
Rich Boy;Throw Some D's;263920;2007;160.895;hip hop, pop;0.86;11;-5.181
Ciara;Oh (feat. Ludacris);256346;2004;128.29;pop, R&B;0.496;7;-7.135
alt-J;Breezeblocks;227080;2012;150.071;rock;0.656;5;-7.298
Sia;Cheap Thrills (feat. Sean Paul);224813;2016;89.972;pop;0.8;6;-4.931
James Morrison;Broken Strings;250453;2008;111.91;pop, R&B;0.717;1;-4.914
Martin Jensen;Solo Dance;174933;2016;114.965;pop, Dance/Electronic;0.836;6;-2.396
M.O;Bad Vibe;214253;2018;110.009;pop, Dance/Electronic;0.701;10;-4.428
Tinchy Stryder;Number 1;212773;2009;114.912;pop, Dance/Electronic;0.824;0;-3.912
2 Chainz;We Own It (Fast & Furious);227906;2013;171.999;hip hop, pop;0.902;1;-4.586
Alanis Morissette;Hands Clean;269400;2002;99.952;pop, Folk/Acoustic;0.82;7;-5.428
Lil Wayne;Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors);243490;2016;169.021;hip hop, pop;0.786;9;-4.378
Chris Brown;Yo (Excuse Me Miss);229040;2005;86.768;hip hop, pop, R&B;0.612;4;-5.847
Britney Spears;Piece of Me;212106;2007;115.007;pop;0.638;11;-5.054
Soulja Boy;Crank That (Soulja Boy);221933;2007;140.141;hip hop, pop;0.74;0;-2.18
Bingo Players;Get Up (Rattle) - Vocal Edit;166933;2013;127.99;pop, Dance/Electronic;0.985;7;-2.69
So Solid Crew;21 Seconds;302826;2001;137.03;Dance/Electronic;0.637;1;-11.072
Chris Brown;Beautiful People;225881;2019;127.898;hip hop, pop, R&B;0.775;5;-6.366
Bruno Mars;Locked out of Heaven;233478;2012;143.994;pop;0.698;5;-4.165
Kelly Clarkson;Behind These Hazel Eyes;198973;2004;90.048;pop, R&B;0.889;9;-4.682
Rita Ora;Anywhere;215064;2017;106.93;hip hop, pop, Dance/Electronic;0.797;11;-3.953
Limp Bizkit;Behind Blue Eyes;269973;2003;120.315;metal;0.489;7;-6.66
Fabolous;Throw It In The Bag;231573;2009;172.049;hip hop, pop, R&B;0.55;11;-7.423
Eminem;Crack A Bottle;297520;2009;169.561;hip hop;0.874;9;-2.571
Nelly Furtado;Say It Right;223080;2006;116.948;hip hop, pop, latin;0.872;1;-6.328
Foo Fighters;The Pretender;269373;2007;172.984;rock, metal;0.959;9;-4.04
Rihanna;Unfaithful;226973;2006;144.069;hip hop, pop, R&B;0.391;0;-8.607
One Direction;One Way or Another (Teenage Kicks);157293;2013;162.131;pop;0.867;4;-3.121
Plain White T's;Hey There Delilah;232533;2005;103.971;pop;0.291;2;-10.572
Billie Eilish;bury a friend;193143;2019;120.046;pop, Dance/Electronic;0.389;8;-14.505
Jonas Blue;Mama;181614;2017;104.016;pop, Dance/Electronic;0.792;11;-4.256
Marc Anthony;You Sang To Me;347106;1999;165.98;pop, latin;0.894;10;-5.42
Ciara;Body Party;234040;2013;133.973;pop, R&B;0.576;2;-6.299
Lady Gaga;Bad Romance;294573;2009;119.001;pop;0.921;0;-3.755
Nick Jonas;Jealous - Remix;222213;2014;93.047;pop;0.709;11;-3.578
Alex Clare;Too Close;256613;2011;126.027;rock;0.694;11;-4.278
Razorlight;America;249760;2006;90.933;rock, pop;0.568;2;-4.975
T2;Heartbroken - Edit;178613;2017;139.986;Dance/Electronic;0.757;11;-5.438
Fall Out Boy;Centuries;228360;2015;176.042;rock;0.858;4;-2.868
Lupe Fiasco;Superstar (feat. Matthew Santos);289000;2007;94.812;hip hop, pop;0.822;11;-6.015
Coldplay;Speed of Sound;287906;2005;123.067;rock, pop;0.898;11;-6.765
Britney Spears;Lucky;206226;2000;95.026;pop;0.791;8;-5.707
Adele;Set Fire to the Rain;242973;2011;107.995;pop, R&B;0.67;2;-3.882
JAY-Z;Holy Grail;338413;2013;145.082;hip hop;0.534;2;-6.901
Dizzee Rascal;Dance Wiv Me - Radio Edit;204093;2011;111.996;hip hop, pop, Dance/Electronic;0.746;11;-4.281
One Direction;Drag Me Down;192120;2015;138.113;pop;0.703;0;-5.672
B.o.B;Nothin' on You (feat. Bruno Mars);268320;2010;103.993;hip hop, pop;0.853;10;-5.814
Calvin Harris;Summer;224506;2014;127.962;hip hop, pop, Dance/Electronic;0.861;4;-3.565
Swedish House Mafia;One (Your Name) - Radio Edit;163246;2010;125.061;pop, Dance/Electronic;0.673;9;-6.572
The Ting Tings;That's Not My Name;310573;2008;145.042;pop, rock, Dance/Electronic;0.901;9;-3.152
French Montana;Unforgettable;233901;2017;97.985;hip hop, pop;0.769;6;-5.043
Kesha;Your Love Is My Drug;187133;2010;120.057;pop, Dance/Electronic;0.612;1;-3.891
Omarion;Ice Box;256426;2006;131.105;hip hop, pop, R&B;0.731;8;-5.446
Nico & Vinz;Am I Wrong;245866;2014;119.968;hip hop, pop;0.675;8;-6.003
Kelis;Bossy;273973;2006;84.021;pop, R&B, Dance/Electronic;0.633;4;-5.316
Fifth Harmony;Worth It (feat. Kid Ink);224573;2015;99.987;pop;0.765;8;-3.865
Travis Scott;BUTTERFLY EFFECT;190677;2017;140.987;hip hop, Dance/Electronic;0.598;11;-6.865
Take That;Rule The World - Radio Edit;237760;2007;164.054;pop;0.774;2;-4.226
Black Eyed Peas;Where Is The Love?;272533;2003;94.059;hip hop, pop;0.687;5;-3.18
Selena Gomez;The Heart Wants What It Wants;227360;2014;83.066;pop;0.789;7;-4.874
The Wanted;Chasing The Sun;198800;2012;128.108;pop, Dance/Electronic;0.732;7;-6.209
My Chemical Romance;Teenagers;161920;2006;111.647;rock;0.857;4;-3.063
The-Dream;I Luv Your Girl;267866;2007;90.063;hip hop, pop, R&B;0.322;8;-9.702
Zay Hilfigerrr;Juju on That Beat (TZ Anthem);144244;2016;160.517;set();0.887;1;-3.892
Ariana Grande;break up with your girlfriend, i'm bored;190440;2019;169.999;pop;0.554;5;-5.29
Kanye West;Love Lockdown;270306;2008;119.603;hip hop;0.524;1;-7.67
Enrique Iglesias;DUELE EL CORAZON (feat. Wisin);199693;2016;91.03;pop, latin;0.908;8;-3.254
JUVENILE;Slow Motion;248200;2003;172.872;hip hop, pop;0.734;0;-4.894
Ciara;Love Sex Magic (feat. Justin Timberlake);220426;2009;107.011;pop, R&B;0.666;10;-5.089
50 Cent;In Da Club;193466;2003;90.051;hip hop, pop;0.713;6;-2.752
Taylor Swift;...Ready For It?;208186;2017;160.015;pop;0.764;2;-6.509
P!nk;Don't Let Me Get Me - Radio Edit;210693;2001;98.525;pop;0.85;0;-4.754
Vance Joy;Riptide;204280;2014;101.654;rock, pop;0.731;1;-6.694
Creed;One Last Breath - Radio Version;242000;2015;130.581;pop, rock, metal;0.725;2;-6.094
Calvin Harris;My Way;219159;2016;119.986;hip hop, pop, Dance/Electronic;0.913;4;-3.06
Sak Noel;Loca People - Radio Edit;215624;2011;127.998;Dance/Electronic;0.808;11;-3.148
The Band Perry;If I Die Young;222773;2010;130.739;country;0.497;4;-6.611
The Wanted;Glad You Came;197935;2011;126.885;pop, Dance/Electronic;0.851;7;-3.873
Pretty Ricky;Grind With Me;237733;2005;136.518;hip hop, pop, R&B;0.538;1;-5.952
Selena Gomez;Wolves;197993;2017;124.987;pop;0.804;11;-4.614
Britney Spears;Till the World Ends;237946;2011;131.951;pop;0.705;8;-5.747
Tove Lo;Talking Body;238426;2014;119.999;pop, Dance/Electronic;0.761;4;-5.449
Ginuwine;In Those Jeans;243306;2003;127.683;hip hop, pop, R&B;0.541;1;-5.873
Take That;Patience;202066;2006;175.788;pop;0.783;10;-4.154
Drake;Hold On, We're Going Home;227880;2013;99.993;hip hop, pop, R&B;0.414;6;-7.436
Klingande;Jubel - Radio Edit;201626;2013;124.938;pop, Dance/Electronic;0.524;0;-7.251
The Chainsmokers;Closer;244960;2016;95.01;pop, Dance/Electronic;0.524;8;-5.599
Truth Hurts;Addictive;226440;2002;99.271;pop, R&B;0.677;11;-6.591
Klaxons;Golden Skans;165120;2007;141.955;rock;0.836;2;-2.776
The Rasmus;In the Shadows;257920;2003;105.991;metal;0.796;2;-4.481
MEDUZA;Piece Of Your Heart;152913;2019;124.08;pop, Dance/Electronic;0.744;10;-6.806
Lorde;Royals;190185;2013;84.878;pop, Dance/Electronic;0.428;7;-9.504
Bad Meets Evil;Lighters;303813;2011;90.268;hip hop, pop;0.695;0;-8.327
Migos;Stir Fry;190288;2018;181.982;hip hop, pop;0.816;2;-5.402
Major Lazer;Cold Water (feat. Justin Bieber & MØ);185351;2016;92.943;hip hop, pop, Dance/Electronic;0.798;6;-5.092
The White Stripes;Seven Nation Army;231920;2003;123.904;rock, blues;0.469;4;-7.627
Franz Ferdinand;Do You Want To;215000;2005;123.091;rock;0.944;0;-2.896
Anuel AA;China;301714;2019;105.027;latin;0.808;7;-3.702
Sugababes;Hole In The Head;218173;2003;125.011;pop, R&B;0.933;6;-4.629
Natasha Bedingfield;Pocketful of Sunshine;203440;2008;110.019;pop;0.881;9;-3.892
Westlife;Mandy;199320;2003;105.678;pop;0.636;5;-5.08
Limp Bizkit;Take A Look Around;321040;2000;101.968;metal;0.852;11;-5.607
No Doubt;It's My Life;226053;2003;126.326;rock, pop;0.735;8;-5.074
Lauv;i'm so tired...;162582;2019;102.211;pop, Dance/Electronic;0.733;11;-7.058
Brandy;Full Moon;248933;2002;105.922;hip hop, pop, R&B;0.654;10;-4.823
Outkast;The Way You Move (feat. Sleepy Brown);234000;2003;125.999;hip hop, pop;0.597;5;-4.932
Lewis Capaldi;Someone You Loved;182160;2019;109.891;pop;0.405;1;-5.679
Mary Mary;Shackles (Praise You);198346;2000;100.46;R&B;0.834;7;-2.773
Beyoncé;Crazy In Love (feat. Jay-Z);236133;2003;99.165;pop, R&B;0.77;2;-6.596
Santana;Maria Maria (feat. The Product G&B);261973;1999;97.911;rock, blues, latin;0.601;2;-5.931
P!nk;True Love (feat. Lily Allen);230733;2012;192.205;pop;0.823;9;-4.76
Icona Pop;I Love It;156773;2012;125.953;pop, Dance/Electronic;0.901;1;-2.686
ZAYN;"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""";245200;2016;117.973;pop, Dance/Electronic;0.451;0;-8.374
50 Cent;"Wanksta - From ""8 Mile"" Soundtrack";219400;2003;81.008;hip hop, pop;0.863;1;-3.552
Lorde;Team;193058;2013;100.05;pop, Dance/Electronic;0.582;6;-7.444
Dizzee Rascal;Holiday;220626;2011;117.985;hip hop, pop, Dance/Electronic;0.918;0;-1.925
Madonna;Die Another Day;276360;2003;123.993;pop;0.797;0;-5.166
Frank Ocean;Lost;234093;2012;123.061;hip hop, pop, R&B;0.603;8;-4.892
Lloyd;Southside;277840;2004;75.007;hip hop, pop, R&B;0.404;9;-9.481
Eminem;Just Lose It;248680;2004;121.003;hip hop;0.633;8;-3.56
JAY-Z;Izzo (H.O.V.A.);240626;2001;84.411;hip hop;0.844;1;-4.051
Drake;Hotline Bling;267066;2016;134.96;hip hop, pop, R&B;0.62;2;-8.094
Westlife;My Love;231760;2000;144.142;pop;0.593;0;-5.975
Drake;Hotline Bling;267066;2016;134.966;hip hop, pop, R&B;0.628;2;-7.863
David Guetta;Titanium (feat. Sia);245040;2012;126.062;hip hop, pop, Dance/Electronic;0.787;0;-3.674
Avant;Separated;255600;2000;108.241;pop, R&B;0.48;0;-5.564
Coldplay;Princess of China;239215;2011;85.014;rock, pop;0.69;9;-6.221
Rihanna;SOS;238920;2006;137.046;hip hop, pop, R&B;0.671;7;-4.905
MØ;Final Song;235826;2016;104.988;pop, Dance/Electronic;0.672;1;-6.109
Juanes;La Camisa Negra;216706;2004;97.007;pop, latin;0.731;6;-4.419
DEV;In The Dark;226226;2012;124.954;pop, Dance/Electronic;0.824;8;-4.231
Eminem;Like Toy Soldiers;296880;2004;79.178;hip hop;0.768;8;-3.489
Justin Timberlake;Suit & Tie (feat. Jay-Z);326280;2013;101.985;pop;0.596;11;-3.799
No Doubt;Underneath It All;302720;2001;138.202;rock, pop;0.731;4;-4.822
Owl City;Fireflies;228346;2009;180.114;rock, pop;0.662;3;-6.797
Sisqo;Thong Song;253733;1999;121.549;hip hop, pop, R&B;0.888;2;-6.959
Ozuna;Vaina Loca;176133;2018;93.982;latin;0.805;6;-4.249
Hinder;Lips Of An Angel;261053;2019;129.005;pop, rock, metal;0.744;2;-5.386
Boys Like Girls;Love Drunk;226706;2009;150.005;pop;0.976;10;-3.17
Room 5;Make Luv;212413;2003;124.814;Dance/Electronic;0.887;1;-4.92
Marshmello;Alone;273802;2016;141.99;pop, Dance/Electronic;0.953;2;-3.739
Bomfunk MC's;Freestyler;306333;2000;163.826;pop;0.922;11;-5.798
Destiny's Child;Girl;224146;2004;89.036;pop, R&B;0.747;6;-6.019
The Raconteurs;Steady, As She Goes;215266;2006;123.696;rock;0.578;9;-4.563
Starley;Call on Me - Ryan Riback Remix;222040;2016;105.0;pop, Dance/Electronic;0.838;0;-4.031
Calvin Harris;Thinking About You (feat. Ayah Marar);247933;2012;127.985;hip hop, pop, Dance/Electronic;0.874;0;-3.715
Kelly Rowland;Motivation;230560;2011;140.889;hip hop, pop, R&B;0.672;9;-5.589
Snoop Dogg;Sweat - Remix;195986;2011;130.02;hip hop, pop;0.732;7;-5.636
Tyga;Faded;206666;2012;95.073;hip hop, pop;0.667;1;-8.438
Charlie Puth;Dangerously;199133;2016;112.291;pop;0.517;2;-8.379
Leona Lewis;A Moment Like This;257293;2007;70.543;pop, R&B;0.562;8;-3.667
Duke Dumont;I Got U;285596;2014;120.837;pop, Dance/Electronic;0.761;9;-7.752
Ashanti;Baby;265706;2002;157.596;hip hop, pop, R&B;0.58;4;-5.757
All Saints;Pure Shores;268746;2000;100.618;pop;0.664;6;-9.197
Imagine Dragons;Radioactive;186813;2012;136.245;rock;0.784;9;-3.686
Janet Jackson;All For You;329933;2001;113.525;pop, R&B;0.934;2;-3.011
NF;Let You Down;212120;2017;147.997;hip hop, pop;0.714;5;-5.68
Calvin Harris;Bounce (feat. Kelis) - Radio Edit;222186;2012;127.941;hip hop, pop, Dance/Electronic;0.963;2;-2.125
Post Malone;Better Now;231266;2018;145.038;hip hop;0.578;10;-5.804
Eminem;Berzerk;238746;2013;95.084;hip hop;0.872;11;-4.059
Eminem;Love The Way You Lie;263373;2010;86.989;hip hop;0.925;10;-5.034
Blue;One Love;207186;2002;95.012;pop;0.722;8;-4.039
Rascal Flatts;What Hurts The Most;214106;2006;136.002;country;0.674;5;-5.134
Bruno Mars;The Lazy Song;189109;2010;174.915;pop;0.711;8;-5.124
Carrie Underwood;Blown Away;240133;2012;136.991;pop, country;0.843;9;-2.569
Daft Punk;One More Time;320357;2001;122.746;hip hop, Dance/Electronic;0.697;2;-8.618
Rag'n'Bone Man;Human;200186;2017;75.087;R&B;0.707;9;-4.097
Drake;Money In The Grave (Drake ft. Rick Ross);205426;2019;100.541;hip hop, pop, R&B;0.502;10;-4.045
Busta Rhymes;Touch It;214960;2006;138.335;hip hop, pop;0.551;1;-6.62
Nelly;Just A Dream;237800;2010;89.917;hip hop, pop, R&B;0.752;1;-6.161
Lupe Fiasco;The Show Goes On;239613;2011;143.067;hip hop, pop;0.889;7;-3.839
Huey;Pop, Lock & Drop It - Video Edit;261026;2006;144.09;hip hop, pop;0.644;11;-6.863
The All-American Rejects;Dirty Little Secret;193653;2005;143.853;rock, pop;0.955;10;-4.253
Kygo;Stole the Show;222813;2016;99.886;pop, Dance/Electronic;0.633;8;-6.443
Kaiser Chiefs;I Predict A Riot;233186;2005;158.842;rock;0.979;8;-3.241
Jimmy Eat World;The Middle;165853;2001;162.152;rock, pop;0.849;2;-5.428
Tove Lo;Talking Body;238426;2014;119.999;pop, Dance/Electronic;0.761;4;-5.449
The Lumineers;Ophelia;160097;2016;76.026;pop, Folk/Acoustic;0.576;5;-6.429
Dem Franchize Boyz;Lean Wit It, Rock Wit It;229813;2006;76.035;hip hop, pop;0.62;5;-5.854
Maroon 5;Cold (feat. Future);234308;2017;99.905;pop;0.716;9;-6.288
Shawn Mendes;I Know What You Did Last Summer;223853;2015;113.939;pop;0.761;9;-4.582
Blu Cantrell;Hit 'Em Up Style (Oops!);250706;2001;89.976;pop, R&B;0.773;5;-4.983
Tove Lo;Cool Girl;197815;2016;101.983;pop, Dance/Electronic;0.71;9;-7.042
Jennifer Lopez;Dance Again;237266;2012;127.974;hip hop, pop, R&B;0.867;11;-5.242
Juice WRLD;Lucid Dreams;239835;2018;83.903;hip hop;0.566;6;-7.23
Alicia Keys;No One;253813;2007;90.04;pop, R&B;0.549;1;-5.415
Mariah Carey;Against All Odds (Take A Look at Me Now) (feat. Westlife);199480;2011;117.338;pop, R&B;0.514;1;-5.599
Black Eyed Peas;I Gotta Feeling;289133;2009;127.96;hip hop, pop;0.766;0;-6.375
Will Young;Leave Right Now;214733;2003;81.931;pop;0.445;6;-8.674
3OH!3;DONTTRUSTME;192573;2008;130.012;hip hop, pop, rock;0.713;5;-3.742
Black Eyed Peas;Pump It;213066;2005;153.649;hip hop, pop;0.931;1;-3.15
Mario;Break Up;249026;2009;73.881;pop, R&B;0.517;0;-7.355
Amerie;1 Thing;238746;2008;125.085;hip hop, pop, R&B;0.946;10;-4.683
Ciara;1, 2 Step (feat. Missy Elliott) - Main;202213;2005;113.053;pop, R&B;0.498;5;-10.94
Yolanda Be Cool;We No Speak Americano (JT Radio Edit);157438;2010;124.996;Dance/Electronic;0.805;6;-5.005
Monica;So Gone;242773;2003;81.975;pop, R&B;0.552;8;-6.863
Kesha;C'Mon;214333;2012;126.025;pop, Dance/Electronic;0.781;1;-5.448
MIKA;Grace Kelly;187733;2006;122.229;pop;0.828;0;-5.799
T-Pain;Can't Believe It (feat. Lil' Wayne);273826;2008;89.828;hip hop, pop, R&B;0.516;10;-8.869
Rizzle Kicks;Down With The Trumpets;186851;2011;115.057;hip hop;0.88;4;-4.689
Alesha Dixon;The Boy Does Nothing;210680;2008;87.0;pop;0.972;3;-2.423
Nio Garcia;Te Boté - Remix;417920;2018;96.507;latin;0.675;11;-3.445
Panic! At The Disco;I Write Sins Not Tragedies;185586;2005;169.961;rock;0.815;9;-4.481
Beyoncé;Me, Myself and I;301133;2003;83.61;pop, R&B;0.458;1;-9.092
Kanye West;Touch The Sky;236600;2005;98.56;hip hop;0.846;9;-4.912
Astrid S;Hurts So Good;208728;2016;120.036;rock, pop, Dance/Electronic;0.589;7;-5.008
Kardinal Offishall;Dangerous;246053;2008;117.002;hip hop, pop, R&B;0.79;8;-5.957
Jason Derulo;Talk Dirty (feat. 2 Chainz);177685;2013;100.315;hip hop, pop;0.652;6;-7.321
Alicia Keys;A Woman's Worth;303333;2001;75.09;pop, R&B;0.41;4;-8.323
Meghan Trainor;Lips Are Movin;182666;2015;139.091;pop;0.825;7;-5.402
