name;rating;convenience;security;functionality;comment 
Страусятник 18;3.5;2;4;2;Мне нравится дизайн этого здания.
Дуплянка 52;4.3;3;4;4;Это здание представляет собой типичный образец современной архитектуры.
Гараж 89;2.5;4;3;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Особняк 31;2.8;4;5;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Лосятник 48;1.2;5;4;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Лосятник 48;1.9;3;1;2;Это здание не имеет особых архитектурных особенностей.
Школа 81;2.7;1;1;2;Это здание представляет собой типичный образец современной архитектуры.
Виадук 60;3.5;5;1;2;Это здание представляет собой типичный образец современной архитектуры.
Ангар 66;0.2;4;5;2;Мне нравится дизайн этого здания.
Котельная 25;4.7;5;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Причал 69;5.0;1;3;2;Это здание не имеет особых архитектурных особенностей.
Дупло 17;5.0;2;5;4;Это здание имеет стандартную конструкцию.
Страусятник 18;2.1;4;3;3;Это здание не имеет особых архитектурных особенностей.
Замок 78;4.7;5;4;2;Мне нравится дизайн этого здания.
Банк 33;2.4;1;1;5;Это здание не имеет особых архитектурных особенностей.
Тоннель 65;4.8;4;2;5;Это здание построено из стандартных строительных материалов.
Причал 69;1.4;5;1;1;У этого здания отличная архитектура.
Ферма 60;1.3;5;2;1;Это здание построено из стандартных строительных материалов.
Автомойка 2;2.1;3;4;2;Это здание построено из стандартных строительных материалов.
Страусятник 18;1.7;3;4;1;Это здание является примером функционального дизайна.
Детский сад 75;1.4;5;2;3;Мне нравится дизайн этого здания.
Офис 53;0.1;4;5;3;Это здание не имеет особых архитектурных особенностей.
Особняк 31;1.8;1;1;3;Это здание не имеет особых архитектурных особенностей.
Силок 92;3.4;5;5;3;Это здание построено из стандартных строительных материалов.
Мост 62;0.1;5;5;4;Мне нравится дизайн этого здания.
Вокзал 32;0.1;2;3;2;Мне нравится дизайн этого здания.
ТЭЦ 30;2.3;2;5;4;Это здание прекрасно вписывается в окружающий ландшафт.
Дуплянка 52;1.1;5;5;2;Это великолепное здание!
Виадук 90;2.1;4;4;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Причал 82;0.8;1;4;5;У этого здания отличная архитектура.
Тоннель 30;1.2;5;1;5;Это здание является примером функционального дизайна.
Тоннель 30;1.2;3;2;1;Это здание не имеет особых архитектурных особенностей.
Петля 61;2.9;3;1;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Магазин 41;0.5;3;2;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Пасека 42;4.8;5;1;3;Это здание прекрасно вписывается в окружающий ландшафт.
Гараж 89;4.6;3;5;1;Это здание очень функционально.
Док 28;4.3;3;3;3;У этого здания отличная архитектура.
Вокзал 32;2.4;4;1;4;Это здание не имеет особых архитектурных особенностей.
Шмелиное гнездо 77;4.9;1;4;2;Это здание очень функционально.
Плантация 88;1.2;5;3;1;Это здание построено из стандартных строительных материалов.
Плантация 71;3.3;5;4;1;Это здание представляет собой типичный образец современной архитектуры.
Путепровод 97;4.8;1;2;3;Это великолепное здание!
Шмелиное гнездо 77;4.9;4;1;3;Это здание не имеет особых архитектурных особенностей.
Утятник 92;3.4;2;1;3;Это здание построено из стандартных строительных материалов.
Осатаник 58;2.5;1;1;2;Это здание прекрасно вписывается в окружающий ландшафт.
Силок 92;1.5;3;5;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Особняк 49;3.3;2;2;3;Это здание является примером функционального дизайна.
Утятник 92;1.8;3;3;3;Это здание представляет собой типичный образец современной архитектуры.
Особняк 31;4.3;1;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Школа 81;3.8;4;5;3;Это здание не имеет особых архитектурных особенностей.
Автомойка 2;4.5;3;3;5;Это здание не имеет особых архитектурных особенностей.
Ферма 17;3.3;3;1;4;Это здание очень функционально.
Причал 69;1.8;1;1;5;Это здание построено из стандартных строительных материалов.
Замок 59;1.3;5;2;1;Это здание не имеет особых архитектурных особенностей.
Мануфактура 28;2.6;2;4;1;Это здание прекрасно вписывается в окружающий ландшафт.
Плантация 71;3.3;3;4;2;Это здание построено из стандартных строительных материалов.
Утятник 19;0.8;2;4;5;Это здание прекрасно вписывается в окружающий ландшафт.
Гараж 89;4.3;1;3;2;Это здание является примером функционального дизайна.
Нора 64;3.7;5;1;5;Это здание является примером функционального дизайна.
Ресторан 89;0.3;1;5;4;Мне нравится дизайн этого здания.
Причал 82;2.9;3;4;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Страусятник 18;2.4;2;3;3;Это здание представляет собой типичный образец современной архитектуры.
Супермаркет 87;0.3;5;5;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Док 72;4.4;4;5;5;Это здание представляет собой типичный образец современной архитектуры.
Петля 61;1.1;1;2;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Супермаркет 86;2.6;4;5;1;Это здание очень функционально.
Док 72;3.1;3;4;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Ангар 66;2.7;3;1;1;Это здание прекрасно вписывается в окружающий ландшафт.
Плантация 48;1.1;2;5;1;Это здание представляет собой типичный образец современной архитектуры.
Дворец 23;4.2;3;3;2;Это здание имеет стандартную конструкцию.
Док 28;1.5;3;4;2;Это здание не имеет особых архитектурных особенностей.
Электростанция 92;0.4;5;2;4;Это здание является примером функционального дизайна.
Дуплянка 52;3.0;1;3;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Тоннель 30;1.1;4;5;4;Это здание имеет стандартную конструкцию.
Котельная 25;2.6;2;1;1;У этого здания отличная архитектура.
Ферма 17;1.5;5;4;1;Это здание построено из стандартных строительных материалов.
Особняк 66;4.0;5;1;4;Это здание очень функционально.
Детский сад 75;0.1;4;1;1;Это здание является примером функционального дизайна.
Утятник 92;2.1;4;4;1;Это здание прекрасно вписывается в окружающий ландшафт.
Дупло 17;4.1;1;2;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Аптека 46;2.2;3;1;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Порт 68;0.1;5;1;1;Это здание является примером функционального дизайна.
Автомойка 2;2.8;4;2;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Лосятник 92;1.3;3;1;5;Это здание имеет стандартную конструкцию.
Утятник 19;3.7;5;3;3;Это здание является примером функционального дизайна.
Банк 33;4.1;4;4;4;Это здание представляет собой типичный образец современной архитектуры.
Тоннель 30;3.0;4;2;1;Это здание построено из стандартных строительных материалов.
Свиноферма 50;1.9;3;4;5;Мне нравится дизайн этого здания.
Торговый центр 34;2.8;3;3;1;Это здание не имеет особых архитектурных особенностей.
Нефтепровод 88;4.8;3;3;4;Это здание не имеет особых архитектурных особенностей.
Силок 92;1.8;5;2;1;Это здание построено из стандартных строительных материалов.
Тоннель 65;3.3;4;1;3;Это здание не имеет особых архитектурных особенностей.
Гараж 89;2.3;1;2;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Петля 61;1.8;4;4;5;Это здание очень функционально.
Особняк 31;2.2;5;1;1;Это здание очень функционально.
Кладбище 39;0.7;2;2;5;Это здание является примером функционального дизайна.
Док 28;2.4;3;5;4;Это здание представляет собой типичный образец современной архитектуры.
Котельная 25;2.2;5;5;5;У этого здания отличная архитектура.
Супермаркет 86;4.7;4;3;1;У этого здания отличная архитектура.
Ресторан 89;3.5;4;2;2;Это здание имеет стандартную конструкцию.
Торговый центр 34;0.6;2;4;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Дупло 17;3.4;4;3;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Бункер 3;2.1;4;4;1;Это здание является примером функционального дизайна.
Замок 59;3.7;3;2;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Альпакарий 35;0.4;2;1;5;Это здание построено из стандартных строительных материалов.
Дупло 17;4.2;4;3;2;Это здание имеет стандартную конструкцию.
Виадук 73;2.8;2;3;3;Это здание представляет собой типичный образец современной архитектуры.
Дупло 17;1.5;5;4;1;Это здание прекрасно вписывается в окружающий ландшафт.
Замок 78;5.0;2;4;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Виадук 73;2.0;2;5;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Свиноферма 50;4.3;2;4;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Скворечник 47;4.5;5;5;2;Это здание имеет стандартную конструкцию.
Эскалатор 99;2.4;2;2;2;Это здание имеет стандартную конструкцию.
Пирс 32;3.0;2;2;5;Это здание является примером функционального дизайна.
Свиноферма 50;3.2;2;1;1;Это здание является примером функционального дизайна.
Замок 59;3.1;5;5;1;Это здание имеет стандартную конструкцию.
Порт 68;4.0;2;5;4;Это здание прекрасно вписывается в окружающий ландшафт.
Супермаркет 87;1.6;1;2;2;Это здание имеет стандартную конструкцию.
Порт 68;1.6;2;2;2;Мне нравится дизайн этого здания.
Утятник 19;4.8;5;1;1;Это здание является примером функционального дизайна.
Альпакарий 35;3.8;4;5;4;Это здание не имеет особых архитектурных особенностей.
Мануфактура 28;2.2;3;5;2;Это здание построено из стандартных строительных материалов.
Замок 59;1.6;1;3;1;Это здание имеет стандартную конструкцию.
Замок 77;0.5;3;4;3;Это здание не имеет особых архитектурных особенностей.
Детский сад 22;2.3;1;3;3;Это здание построено из стандартных строительных материалов.
Нора 64;2.6;3;1;2;Мне нравится дизайн этого здания.
Гараж 89;4.6;4;1;4;Это здание очень функционально.
Дуплянка 52;3.4;4;1;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Свиноферма 50;2.4;4;2;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Вокзал 32;2.9;2;5;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Гараж 89;2.1;4;4;3;У этого здания отличная архитектура.
Автомойка 2;4.2;5;2;2;Это здание является примером функционального дизайна.
Дупло 17;1.2;5;4;1;Это здание построено из стандартных строительных материалов.
Банк 33;3.5;3;5;3;Это великолепное здание!
Причал 69;2.5;5;4;4;Это здание прекрасно вписывается в окружающий ландшафт.
Ферма 17;2.6;2;3;2;Это здание построено из стандартных строительных материалов.
Плантация 71;2.8;4;5;4;Это здание является примером функционального дизайна.
Альпакарий 35;3.4;1;1;2;Это здание не имеет особых архитектурных особенностей.
Термитник 26;0.3;2;4;1;Это великолепное здание!
Скворечник 47;0.6;2;2;1;Это великолепное здание!
Псарня 52;3.7;3;3;5;У этого здания отличная архитектура.
Мануфактура 28;2.1;3;2;4;Это здание построено из стандартных строительных материалов.
Башня 84;1.4;5;1;1;Это здание прекрасно вписывается в окружающий ландшафт.
Шмелиное гнездо 77;1.9;5;4;3;Это великолепное здание!
Дворец 23;2.1;4;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Порт 68;1.4;4;1;3;Мне нравится дизайн этого здания.
Ангар 66;1.1;2;4;5;Это здание является примером функционального дизайна.
Нора 64;4.1;3;4;1;Это здание построено из стандартных строительных материалов.
Торговый центр 34;4.0;3;1;5;Это здание имеет стандартную конструкцию.
Утятник 92;3.0;2;4;5;Это здание имеет стандартную конструкцию.
Тоннель 30;4.8;5;2;4;Это здание имеет стандартную конструкцию.
Коровник 46;3.7;3;3;5;У этого здания отличная архитектура.
Виадук 73;2.2;4;3;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Кладбище 39;3.9;5;2;4;Это великолепное здание!
Лосятник 48;4.9;1;5;4;Это здание имеет стандартную конструкцию.
Док 28;1.6;2;2;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Дупло 17;1.2;4;1;3;Это здание имеет стандартную конструкцию.
Аптека 46;3.3;2;1;5;Это здание является примером функционального дизайна.
Док 72;1.2;4;4;3;Это здание построено из стандартных строительных материалов.
Причал 69;1.8;3;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Виадук 60;4.5;4;5;1;У этого здания отличная архитектура.
Коровник 46;2.3;5;1;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Котельная 25;1.2;3;3;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Гараж 89;5.0;5;1;3;Это здание построено из стандартных строительных материалов.
Верфь 87;0.9;2;5;1;Это здание построено из стандартных строительных материалов.
Порт 68;1.0;4;2;2;Это здание имеет стандартную конструкцию.
Утятник 19;1.7;1;1;3;Это здание не имеет особых архитектурных особенностей.
Дуплянка 52;3.8;2;4;5;Это великолепное здание!
Нора 64;4.0;4;1;2;Это здание построено из стандартных строительных материалов.
Причал 69;3.3;4;3;5;Это здание очень функционально.
Псарня 52;3.8;5;4;2;Это здание прекрасно вписывается в окружающий ландшафт.
Плантация 88;3.7;5;2;4;Это здание построено из стандартных строительных материалов.
Мануфактура 28;3.9;1;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Ангар 66;3.2;5;4;4;Это здание построено из стандартных строительных материалов.
Силок 92;3.9;1;5;1;Это здание представляет собой типичный образец современной архитектуры.
Особняк 49;1.2;5;1;4;Это здание является примером функционального дизайна.
Детский сад 75;2.0;4;4;1;Мне нравится дизайн этого здания.
Торговый центр 98;2.8;3;1;5;Это здание построено из стандартных строительных материалов.
Утятник 19;0.7;1;5;5;Это здание построено из стандартных строительных материалов.
Мост 62;4.8;4;4;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Путепровод 97;2.3;1;5;1;Мне нравится дизайн этого здания.
Виадук 60;3.0;1;5;1;Это здание имеет стандартную конструкцию.
Док 28;1.6;4;2;3;Мне нравится дизайн этого здания.
Кладбище 39;4.9;4;2;5;Это здание имеет стандартную конструкцию.
Ресторан 89;2.6;2;5;3;Это здание является примером функционального дизайна.
Офис 53;3.0;4;3;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Школа 81;3.7;2;2;4;Это здание не имеет особых архитектурных особенностей.
Ангар 66;3.0;1;1;5;Это здание прекрасно вписывается в окружающий ландшафт.
Лосятник 48;4.8;4;1;5;Это здание представляет собой типичный образец современной архитектуры.
Школа 81;1.1;3;2;4;Это здание не имеет особых архитектурных особенностей.
Аэропорт 69;1.6;4;1;1;Это здание имеет стандартную конструкцию.
Вокзал 32;2.4;1;3;5;Это великолепное здание!
Ресторан 89;4.6;1;3;5;Это здание не имеет особых архитектурных особенностей.
Коровник 46;4.3;3;3;1;Это великолепное здание!
Нефтепровод 88;0.7;4;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Гараж 89;2.3;3;5;2;Это здание представляет собой типичный образец современной архитектуры.
Порт 68;1.3;5;5;4;Это здание представляет собой типичный образец современной архитектуры.
Дупло 17;3.5;2;1;4;Это здание очень функционально.
Замок 77;3.6;3;3;1;У этого здания отличная архитектура.
Супермаркет 87;0.3;5;3;5;Мне нравится дизайн этого здания.
Ферма 17;4.2;1;5;4;Мне нравится дизайн этого здания.
Школа 81;2.4;4;3;1;Это здание представляет собой типичный образец современной архитектуры.
Котельная 25;4.1;1;3;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Нора 64;2.1;3;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Ферма 17;3.6;4;2;2;Это здание является примером функционального дизайна.
Автомойка 2;3.3;3;1;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Замок 59;1.2;5;1;1;Это здание имеет стандартную конструкцию.
Нора 64;1.1;1;1;1;Это здание построено из стандартных строительных материалов.
Верфь 87;1.2;1;1;4;Это здание имеет стандартную конструкцию.
Аптека 46;3.3;1;5;4;Это великолепное здание!
Дуплянка 52;1.9;4;5;3;Это здание представляет собой типичный образец современной архитектуры.
Утятник 19;2.8;5;4;4;Это здание имеет стандартную конструкцию.
Ресторан 89;1.7;1;5;5;Это здание прекрасно вписывается в окружающий ландшафт.
Коровник 46;1.2;3;1;2;Это здание построено из стандартных строительных материалов.
Замок 59;1.4;2;3;3;Это здание представляет собой типичный образец современной архитектуры.
Котельная 25;2.1;3;2;5;Мне нравится дизайн этого здания.
Псарня 52;1.3;4;4;1;Это здание прекрасно вписывается в окружающий ландшафт.
Страусятник 18;0.7;1;4;3;Это здание имеет стандартную конструкцию.
Мост 62;3.5;1;1;2;Это здание не имеет особых архитектурных особенностей.
Плантация 71;1.8;1;2;5;Это здание прекрасно вписывается в окружающий ландшафт.
Силок 92;2.3;5;2;1;Это здание представляет собой типичный образец современной архитектуры.
Ангар 66;4.7;3;5;4;Это великолепное здание!
Силок 92;4.1;2;5;2;Это здание является примером функционального дизайна.
Лосятник 92;4.7;5;5;1;У этого здания отличная архитектура.
Страусятник 18;1.2;5;1;4;Это здание не имеет особых архитектурных особенностей.
Торговый центр 34;5.0;3;2;4;У этого здания отличная архитектура.
Детский сад 75;2.4;3;1;5;Это здание очень функционально.
Псарня 52;1.4;5;4;3;Это великолепное здание!
Причал 69;0.2;1;3;3;Это великолепное здание!
Путепровод 97;3.4;2;2;5;Мне нравится дизайн этого здания.
Дуплянка 52;0.5;2;4;3;У этого здания отличная архитектура.
Дуплянка 52;3.4;3;3;4;Это здание имеет стандартную конструкцию.
Альпакарий 35;4.6;3;5;2;Это здание имеет стандартную конструкцию.
Путепровод 97;0.9;5;3;3;Это здание построено из стандартных строительных материалов.
Страусятник 18;4.3;1;3;5;Это здание построено из стандартных строительных материалов.
Торговый центр 98;0.4;5;1;1;Это здание является примером функционального дизайна.
Эскалатор 99;3.8;2;1;1;Это здание имеет стандартную конструкцию.
Офис 53;1.6;5;5;2;Это здание очень функционально.
Аэропорт 69;0.3;4;3;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Особняк 31;1.8;3;2;2;Это здание не имеет особых архитектурных особенностей.
Термитник 26;0.8;3;4;4;Это здание не имеет особых архитектурных особенностей.
Путепровод 97;3.3;5;2;4;Это здание очень функционально.
Торговый центр 34;1.9;5;3;5;Это здание является примером функционального дизайна.
Лежбище 100;2.1;3;1;3;Это здание является примером функционального дизайна.
Виадук 73;4.7;1;5;2;Это здание не имеет особых архитектурных особенностей.
Скворечник 47;3.4;5;5;5;Это здание прекрасно вписывается в окружающий ландшафт.
Особняк 49;1.4;4;3;5;Это здание представляет собой типичный образец современной архитектуры.
Лежбище 100;2.2;3;4;3;У этого здания отличная архитектура.
Нора 64;4.4;4;5;2;Это здание не имеет особых архитектурных особенностей.
Торговый центр 34;3.7;2;4;1;Это здание является примером функционального дизайна.
Замок 59;0.3;5;2;5;Это здание очень функционально.
Свиноферма 50;5.0;2;4;2;Это здание не имеет особых архитектурных особенностей.
Пасека 42;0.2;4;4;4;Это здание представляет собой типичный образец современной архитектуры.
Причал 82;3.2;5;2;5;Это здание не имеет особых архитектурных особенностей.
Дупло 17;1.4;1;5;5;Это здание построено из стандартных строительных материалов.
Аптека 46;1.4;2;2;1;Это здание имеет стандартную конструкцию.
Скворечник 47;2.6;3;1;2;Это здание имеет стандартную конструкцию.
Свиноферма 50;1.0;2;4;3;Это здание представляет собой типичный образец современной архитектуры.
Замок 78;0.9;2;2;4;У этого здания отличная архитектура.
Замок 78;4.1;4;2;5;Это здание очень функционально.
Лосятник 92;2.1;3;1;5;Это здание имеет стандартную конструкцию.
Ферма 81;3.0;1;5;3;Это здание представляет собой типичный образец современной архитектуры.
Башня 84;2.2;1;1;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Офис 53;2.8;1;3;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Детский сад 75;2.1;4;3;1;Это здание очень функционально.
Котельная 25;2.9;4;1;4;Это здание является примером функционального дизайна.
Дуплянка 52;3.5;3;5;3;Это великолепное здание!
Башня 84;2.3;2;4;3;Это здание имеет стандартную конструкцию.
Ферма 17;2.0;5;2;3;Это здание представляет собой типичный образец современной архитектуры.
Ферма 60;1.9;4;4;1;Это здание представляет собой типичный образец современной архитектуры.
Ферма 17;2.7;3;2;4;Мне нравится дизайн этого здания.
Док 28;1.3;4;3;2;Это здание построено из стандартных строительных материалов.
Верфь 87;3.2;2;3;3;Это здание имеет стандартную конструкцию.
Детский сад 75;5.0;1;3;3;У этого здания отличная архитектура.
Пирс 32;4.6;3;2;1;Это здание не имеет особых архитектурных особенностей.
Мануфактура 28;2.3;1;5;2;Мне нравится дизайн этого здания.
Замок 78;4.0;1;3;5;Это здание является примером функционального дизайна.
Силок 92;2.1;5;2;2;Это здание имеет стандартную конструкцию.
Замок 78;3.5;4;2;1;Это здание не имеет особых архитектурных особенностей.
Башня 84;1.7;5;5;2;Это здание не имеет особых архитектурных особенностей.
Особняк 66;1.3;1;3;5;Это здание построено из стандартных строительных материалов.
Школа 81;4.9;5;3;1;Это здание построено из стандартных строительных материалов.
Док 28;2.8;2;4;5;Это здание очень функционально.
Вокзал 32;1.4;2;3;3;Это здание не имеет особых архитектурных особенностей.
Силок 92;1.8;3;1;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Виадук 73;3.5;1;1;3;Это здание прекрасно вписывается в окружающий ландшафт.
Ангар 66;3.2;2;1;2;Это здание не имеет особых архитектурных особенностей.
Псарня 52;3.2;1;1;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Пирс 32;2.4;1;5;4;Мне нравится дизайн этого здания.
Путепровод 97;2.7;3;1;1;Это здание построено из стандартных строительных материалов.
Башня 84;2.0;5;5;1;Это здание очень функционально.
Ангар 66;3.2;2;1;5;Это здание имеет стандартную конструкцию.
Ангар 66;3.5;2;3;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Офис 53;3.2;1;1;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Башня 84;3.8;3;5;4;Это здание представляет собой типичный образец современной архитектуры.
Дупло 17;3.6;4;3;2;Это здание имеет стандартную конструкцию.
Утятник 19;1.3;4;1;1;Это здание очень функционально.
Школа 81;0.9;3;4;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Электростанция 22;2.2;4;4;2;У этого здания отличная архитектура.
Ферма 60;4.5;2;4;4;Это здание не имеет особых архитектурных особенностей.
Псарня 52;2.1;3;5;2;Это здание не имеет особых архитектурных особенностей.
Автомойка 2;2.3;4;5;1;У этого здания отличная архитектура.
Гараж 89;0.1;5;5;1;Это здание имеет стандартную конструкцию.
Свиноферма 50;3.2;3;2;1;Это здание не имеет особых архитектурных особенностей.
Пирс 32;2.4;2;1;1;Это великолепное здание!
Ресторан 89;2.9;4;3;3;Это здание построено из стандартных строительных материалов.
Док 28;0.4;3;2;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Тоннель 30;4.3;2;5;3;Это здание не имеет особых архитектурных особенностей.
Нора 64;1.3;1;4;2;Это здание прекрасно вписывается в окружающий ландшафт.
Ангар 66;0.8;2;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Утятник 92;3.5;3;3;3;Это здание представляет собой типичный образец современной архитектуры.
Осатаник 58;3.4;4;5;4;Это здание не имеет особых архитектурных особенностей.
Силок 92;3.5;5;3;2;Это здание построено из стандартных строительных материалов.
Ресторан 89;0.9;3;1;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Док 28;2.9;5;4;5;Это здание является примером функционального дизайна.
Аэропорт 69;1.6;2;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Котельная 25;1.7;2;5;3;Это здание имеет стандартную конструкцию.
Ангар 66;4.6;4;4;2;Это здание не имеет особых архитектурных особенностей.
Дупло 17;0.2;4;2;5;Это здание имеет стандартную конструкцию.
Виадук 60;1.2;4;2;2;Это здание представляет собой типичный образец современной архитектуры.
Замок 59;1.8;2;1;1;Это здание представляет собой типичный образец современной архитектуры.
Силок 92;2.7;2;4;1;Это здание является примером функционального дизайна.
Ресторан 89;1.3;4;2;1;У этого здания отличная архитектура.
Тоннель 65;4.9;4;3;3;Это здание имеет стандартную конструкцию.
Вокзал 32;2.5;1;5;1;Это здание является примером функционального дизайна.
Шмелиное гнездо 77;2.8;3;1;5;Это великолепное здание!
Док 72;1.4;4;2;4;Это здание имеет стандартную конструкцию.
Замок 59;3.4;4;3;5;Это здание построено из стандартных строительных материалов.
Автомойка 2;3.0;2;1;4;Это здание является примером функционального дизайна.
Док 28;3.8;1;5;2;Это здание имеет стандартную конструкцию.
Утятник 19;3.3;4;5;3;Это здание имеет стандартную конструкцию.
Причал 69;4.6;5;4;1;Это здание прекрасно вписывается в окружающий ландшафт.
Мост 62;4.5;5;5;5;Это здание очень функционально.
