name;rating;convenience;security;functionality;comment 
Отель 2;3.1;4;3;5;Это здание построено из стандартных строительных материалов.
Замок 64;3.3;2;2;1;Это здание является примером функционального дизайна.
Замок 64;0.9;3;3;3;У этого здания отличная архитектура.
Электростанция 57;2.3;5;2;2;Мне нравится дизайн этого здания.
Осатаник 29;2.6;1;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Псарня 54;5.0;2;3;1;Это здание имеет стандартную конструкцию.
Свиноферма 8;2.1;4;1;4;Это здание прекрасно вписывается в окружающий ландшафт.
Гараж 20;4.9;2;5;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Супермаркет 40;1.9;2;5;5;Это здание является примером функционального дизайна.
Борть 74;0.7;3;2;1;Это здание не имеет особых архитектурных особенностей.
Чердак 4;1.9;3;4;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Псарня 11;0.7;1;2;1;Это здание является примером функционального дизайна.
Нора 83;0.2;4;2;1;Это здание построено из стандартных строительных материалов.
Переправа 84;2.0;3;5;2;Это здание представляет собой типичный образец современной архитектуры.
Утятник 38;4.3;5;4;3;Это здание является примером функционального дизайна.
Осатаник 58;3.8;1;3;1;Это здание не имеет особых архитектурных особенностей.
Дуплянка 99;4.3;3;2;4;Это здание очень функционально.
Псарня 11;2.3;2;4;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Мануфактура 6;2.2;3;2;2;Это здание является примером функционального дизайна.
Замок 64;1.2;5;1;3;Это здание представляет собой типичный образец современной архитектуры.
Логово 7;2.2;1;5;5;Это здание имеет стандартную конструкцию.
Отель 97;2.2;1;3;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Замок 64;0.3;4;1;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Причал 66;1.5;5;3;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Причал 66;1.0;2;5;2;Это здание является примером функционального дизайна.
Супермаркет 14;4.7;1;2;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Псарня 11;1.5;1;5;2;Это здание является примером функционального дизайна.
Шмелиное гнездо 68;4.5;4;5;5;Это здание не имеет особых архитектурных особенностей.
Улей 50;0.8;5;1;1;Это здание прекрасно вписывается в окружающий ландшафт.
Церковь 55;4.9;5;2;2;Это здание имеет стандартную конструкцию.
Нора 83;4.3;2;2;1;Это здание является примером функционального дизайна.
Супермаркет 14;0.5;1;4;2;Это великолепное здание!
Утятник 38;0.9;5;4;5;Это здание прекрасно вписывается в окружающий ландшафт.
Башня 9;4.0;5;5;1;Это великолепное здание!
Причал 66;4.1;2;1;5;Это здание представляет собой типичный образец современной архитектуры.
Университет 50;1.0;4;2;2;Это здание построено из стандартных строительных материалов.
Виадук 22;4.3;4;4;4;Это здание имеет стандартную конструкцию.
Магазин 26;0.8;4;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Логово 7;3.3;5;4;1;Это здание прекрасно вписывается в окружающий ландшафт.
Осатаник 29;1.4;1;3;3;Это здание прекрасно вписывается в окружающий ландшафт.
Тоннель 100;1.4;4;4;1;Это здание прекрасно вписывается в окружающий ландшафт.
Аптека 53;2.8;5;3;4;Это здание не имеет особых архитектурных особенностей.
Магазин 26;5.0;3;2;5;Это здание построено из стандартных строительных материалов.
Супермаркет 21;2.8;2;4;1;Мне нравится дизайн этого здания.
Офис 26;1.0;5;5;2;Это здание не имеет особых архитектурных особенностей.
Свиноферма 10;0.7;4;3;3;Это здание представляет собой типичный образец современной архитектуры.
Особняк 9;2.0;2;1;2;Это здание представляет собой типичный образец современной архитектуры.
Театр 38;0.1;2;1;4;Это здание представляет собой типичный образец современной архитектуры.
Свиноферма 61;2.2;3;2;1;Это здание не имеет особых архитектурных особенностей.
Отель 2;1.7;2;1;3;Это здание не имеет особых архитектурных особенностей.
Бомбоубежище 69;4.8;2;3;4;Это здание представляет собой типичный образец современной архитектуры.
Кошара 22;3.6;1;2;2;Мне нравится дизайн этого здания.
Чердак 4;1.9;5;1;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Крольчатник 18;2.7;4;4;5;Это здание представляет собой типичный образец современной архитектуры.
Мансарда 62;2.5;4;3;3;Это здание построено из стандартных строительных материалов.
Почта 83;4.1;4;2;1;Это здание построено из стандартных строительных материалов.
Конюшня 55;2.1;1;2;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Лифт 92;2.9;3;3;2;Это здание очень функционально.
Университет 96;4.2;1;5;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Мост 11;4.9;5;4;1;Это здание имеет стандартную конструкцию.
Замок 64;2.9;2;3;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Утятник 38;1.0;5;4;4;Это здание построено из стандартных строительных материалов.
Виадук 28;0.9;4;5;5;Это здание построено из стандартных строительных материалов.
Верфь 56;2.0;4;2;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Виадук 41;4.5;4;3;3;Это здание очень функционально.
Утятник 38;2.3;4;5;4;Это здание является примером функционального дизайна.
Свиноферма 61;1.3;3;4;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Виадук 41;0.5;1;1;4;Это здание построено из стандартных строительных материалов.
Причал 66;1.0;2;5;5;Это здание построено из стандартных строительных материалов.
Борть 74;4.8;5;1;2;Это здание не имеет особых архитектурных особенностей.
Осатаник 58;4.3;4;1;3;Это здание является примером функционального дизайна.
Псарня 11;1.7;1;1;2;Мне нравится дизайн этого здания.
Мануфактура 6;2.6;2;1;2;Это здание не имеет особых архитектурных особенностей.
Супермаркет 40;2.5;5;3;3;Это здание представляет собой типичный образец современной архитектуры.
Замок 64;4.5;2;2;3;Это здание представляет собой типичный образец современной архитектуры.
Детский сад 76;0.8;3;5;4;Это здание построено из стандартных строительных материалов.
Университет 96;1.9;1;1;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Логово 7;0.4;5;4;1;Это здание построено из стандартных строительных материалов.
Лежбище 72;0.8;4;4;5;Мне нравится дизайн этого здания.
Электростанция 57;4.8;1;5;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Конюшня 55;2.1;3;4;3;Это великолепное здание!
Электростанция 57;0.5;2;3;1;Это здание представляет собой типичный образец современной архитектуры.
Тоннель 64;3.7;5;3;1;Это здание является примером функционального дизайна.
Док 48;0.9;5;5;2;Это здание является примером функционального дизайна.
Магазин 26;2.8;5;4;2;Это здание не имеет особых архитектурных особенностей.
Мостки 58;4.7;3;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Альпакарий 3;4.1;4;3;2;Это здание не имеет особых архитектурных особенностей.
Тоннель 64;4.4;5;4;4;Это здание представляет собой типичный образец современной архитектуры.
Детский сад 95;0.9;2;3;4;Это здание не имеет особых архитектурных особенностей.
Особняк 9;5.0;3;3;1;Это здание имеет стандартную конструкцию.
Сеть 62;2.7;3;2;4;Это великолепное здание!
Нора 83;2.5;4;1;1;Это здание построено из стандартных строительных материалов.
Кошара 22;1.7;1;3;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Мостки 94;3.4;1;2;5;Это здание не имеет особых архитектурных особенностей.
Док 48;4.8;1;2;4;Это здание не имеет особых архитектурных особенностей.
Магазин 26;4.1;4;3;3;Это здание представляет собой типичный образец современной архитектуры.
Детский сад 76;0.5;3;1;4;Это здание имеет стандартную конструкцию.
Крольчатник 81;1.5;4;5;3;Это здание очень функционально.
Башня 9;3.6;3;5;1;Это здание имеет стандартную конструкцию.
Театр 38;3.8;3;1;3;Мне нравится дизайн этого здания.
Альпакарий 3;4.0;5;2;4;Это здание построено из стандартных строительных материалов.
Фазенда 49;4.4;3;4;3;Это великолепное здание!
Борть 74;3.5;1;3;5;У этого здания отличная архитектура.
Мостки 58;5.0;2;3;2;Это здание является примером функционального дизайна.
Мансарда 62;4.5;5;1;3;Это здание является примером функционального дизайна.
Логово 7;0.3;4;3;1;Это здание не имеет особых архитектурных особенностей.
Осатаник 29;0.4;4;4;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Тенета 47;3.0;3;5;5;Это здание является примером функционального дизайна.
Свиноферма 10;0.2;3;2;4;Это здание не имеет особых архитектурных особенностей.
Страусятник 81;0.3;4;5;5;Это здание построено из стандартных строительных материалов.
Башня 9;4.5;4;5;2;Это здание является примером функционального дизайна.
Почта 83;0.6;1;4;3;Это здание представляет собой типичный образец современной архитектуры.
Шмелиное гнездо 68;4.7;5;2;2;Это здание представляет собой типичный образец современной архитектуры.
Университет 50;4.5;3;3;2;Это здание имеет стандартную конструкцию.
Тенета 47;4.9;5;1;2;Это здание не имеет особых архитектурных особенностей.
Улей 63;2.3;4;1;5;Это здание не имеет особых архитектурных особенностей.
Верфь 56;1.6;2;4;5;Это великолепное здание!
Супермаркет 40;0.2;3;5;3;Мне нравится дизайн этого здания.
Особняк 9;1.4;2;2;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Осатаник 58;3.4;3;1;5;Это здание не имеет особых архитектурных особенностей.
Верфь 56;4.6;1;5;4;Это здание имеет стандартную конструкцию.
Дуплянка 99;2.6;2;2;5;Это здание является примером функционального дизайна.
Альпакарий 3;3.9;5;4;2;Мне нравится дизайн этого здания.
Лифт 92;3.4;5;1;1;У этого здания отличная архитектура.
Альпакарий 3;2.5;1;2;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Утятник 38;2.9;3;1;2;Это здание имеет стандартную конструкцию.
Свиноферма 8;4.3;3;5;4;Это здание построено из стандартных строительных материалов.
Свиноферма 8;1.1;3;1;2;Это здание имеет стандартную конструкцию.
Пирс 71;3.8;2;1;1;Это здание очень функционально.
Институт 39;4.0;1;4;4;Это здание не имеет особых архитектурных особенностей.
Нора 83;4.4;3;1;3;Это здание представляет собой типичный образец современной архитектуры.
Причал 66;4.5;3;5;5;Это здание представляет собой типичный образец современной архитектуры.
Виадук 28;1.9;1;3;3;Это здание прекрасно вписывается в окружающий ландшафт.
Псарня 54;2.1;1;3;1;Это здание построено из стандартных строительных материалов.
Виадук 28;1.9;1;5;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Лежбище 72;1.1;2;3;5;Это здание имеет стандартную конструкцию.
Особняк 9;0.4;2;2;4;Это великолепное здание!
Фазенда 49;2.6;4;4;5;Это здание построено из стандартных строительных материалов.
Театр 38;0.1;4;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Башня 9;1.6;4;5;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Альпакарий 3;0.6;1;1;5;Это здание не имеет особых архитектурных особенностей.
Шале 41;3.1;1;3;1;Это здание очень функционально.
Мост 11;1.4;1;3;4;Это здание является примером функционального дизайна.
Отель 2;1.3;1;2;2;Это здание очень функционально.
Конюшня 55;1.1;4;1;1;Это здание построено из стандартных строительных материалов.
Пандус 83;1.9;2;5;5;Это здание является примером функционального дизайна.
Крольчатник 18;2.7;5;5;1;Это здание имеет стандартную конструкцию.
Институт 57;0.2;4;2;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Детский сад 76;0.5;2;5;5;Это здание построено из стандартных строительных материалов.
Верфь 56;4.8;4;4;5;Это здание не имеет особых архитектурных особенностей.
Свиноферма 8;1.5;5;3;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Пасека 16;2.8;2;5;1;Это здание построено из стандартных строительных материалов.
Свиноферма 10;3.3;3;5;2;У этого здания отличная архитектура.
Лифт 92;0.6;3;5;4;Это здание имеет стандартную конструкцию.
Термитник 58;3.7;4;3;4;У этого здания отличная архитектура.
Электростанция 57;1.1;2;2;5;Это здание представляет собой типичный образец современной архитектуры.
Лифт 92;2.5;3;5;1;Мне нравится дизайн этого здания.
Лежбище 72;2.4;3;1;2;Это здание построено из стандартных строительных материалов.
Виадук 41;1.6;4;1;4;Это здание не имеет особых архитектурных особенностей.
Электростанция 57;2.6;1;4;5;Это здание представляет собой типичный образец современной архитектуры.
Особняк 9;3.9;2;1;2;У этого здания отличная архитектура.
Канализация 77;3.8;5;4;2;У этого здания отличная архитектура.
Осатаник 58;2.2;1;5;1;Это здание не имеет особых архитектурных особенностей.
Электростанция 57;4.9;3;4;5;Это здание не имеет особых архитектурных особенностей.
Виадук 28;1.7;4;2;3;Это здание построено из стандартных строительных материалов.
Университет 50;1.6;2;3;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Улей 50;4.9;5;3;1;Это здание представляет собой типичный образец современной архитектуры.
Кошара 22;3.9;4;5;5;Это здание имеет стандартную конструкцию.
Канализация 77;1.7;2;2;4;Это здание представляет собой типичный образец современной архитектуры.
Термитник 58;4.6;4;3;3;Это здание является примером функционального дизайна.
Театр 38;2.0;4;2;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Библиотека 76;1.0;3;3;5;Это здание построено из стандартных строительных материалов.
Супермаркет 21;0.7;3;3;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Почта 83;2.6;5;3;3;Это здание является примером функционального дизайна.
Электростанция 57;0.6;4;2;4;У этого здания отличная архитектура.
Университет 60;2.6;4;2;5;Это здание представляет собой типичный образец современной архитектуры.
Чердак 4;0.3;4;5;5;Это здание представляет собой типичный образец современной архитектуры.
Бомбоубежище 69;4.4;5;2;3;Мне нравится дизайн этого здания.
Магазин 26;0.1;2;2;4;Это здание построено из стандартных строительных материалов.
Аптека 53;0.7;5;3;2;Это здание является примером функционального дизайна.
Страусятник 81;3.1;5;5;5;Это здание представляет собой типичный образец современной архитектуры.
Мостки 94;4.8;3;2;3;Это здание имеет стандартную конструкцию.
Пасека 16;2.9;4;5;2;Это здание построено из стандартных строительных материалов.
Бункер 68;0.5;1;4;1;Это здание представляет собой типичный образец современной архитектуры.
Чердак 4;0.4;2;5;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Замок 64;1.2;5;2;1;Это здание не имеет особых архитектурных особенностей.
Супермаркет 40;2.4;1;1;4;Это здание является примером функционального дизайна.
Университет 96;5.0;3;3;4;Это здание не имеет особых архитектурных особенностей.
Электростанция 57;0.1;1;4;1;Это здание имеет стандартную конструкцию.
Пирс 71;5.0;4;3;3;Это здание построено из стандартных строительных материалов.
Мостки 58;3.6;5;3;4;Это здание построено из стандартных строительных материалов.
Башня 9;1.9;3;3;5;Мне нравится дизайн этого здания.
Гараж 20;1.2;4;1;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Отель 2;2.5;5;4;2;У этого здания отличная архитектура.
Причал 66;0.6;2;2;3;Это здание не имеет особых архитектурных особенностей.
Мануфактура 6;4.5;5;5;5;Это здание не имеет особых архитектурных особенностей.
Мануфактура 6;3.6;4;2;5;Это здание очень функционально.
Улей 63;0.1;3;2;1;Это здание построено из стандартных строительных материалов.
Библиотека 76;2.2;5;1;2;У этого здания отличная архитектура.
Сеть 62;1.7;1;3;1;Это здание является примером функционального дизайна.
Лосятник 25;4.1;3;2;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Причал 66;2.8;4;5;1;Это здание не имеет особых архитектурных особенностей.
Фазенда 33;4.6;2;4;1;Это здание представляет собой типичный образец современной архитектуры.
Лежбище 72;0.3;1;1;3;Это здание является примером функционального дизайна.
Борть 74;3.5;3;4;4;Это здание является примером функционального дизайна.
Отель 97;4.5;2;3;1;Это здание представляет собой типичный образец современной архитектуры.
Университет 60;2.7;2;5;3;Это здание является примером функционального дизайна.
Почта 83;3.0;3;4;2;Это великолепное здание!
Пандус 83;1.0;3;3;3;Это здание построено из стандартных строительных материалов.
Фазенда 33;3.7;3;3;4;Это великолепное здание!
Фазенда 33;1.7;1;1;5;Это здание построено из стандартных строительных материалов.
Пасека 16;1.8;4;2;3;Это здание очень функционально.
Улей 50;0.2;5;1;5;Это здание является примером функционального дизайна.
Крольчатник 18;0.2;4;3;1;Это великолепное здание!
Переправа 84;1.8;2;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Нора 83;0.7;2;3;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Верфь 56;1.1;5;1;4;Это здание не имеет особых архитектурных особенностей.
Псарня 11;2.7;3;4;4;Это здание представляет собой типичный образец современной архитектуры.
Переправа 84;3.6;1;4;1;Это здание является примером функционального дизайна.
Пасека 16;3.8;4;2;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Конюшня 55;2.8;2;3;3;Это здание не имеет особых архитектурных особенностей.
Мансарда 62;2.7;2;2;4;Это великолепное здание!
Конюшня 55;3.8;3;3;2;Это здание не имеет особых архитектурных особенностей.
Крольчатник 81;3.4;1;1;3;Это здание имеет стандартную конструкцию.
Причал 66;2.4;1;1;5;Это здание представляет собой типичный образец современной архитектуры.
Свиноферма 8;4.4;3;5;5;Это здание представляет собой типичный образец современной архитектуры.
Супермаркет 40;2.1;4;5;5;Это здание является примером функционального дизайна.
Бомбоубежище 69;0.5;1;3;2;Это здание не имеет особых архитектурных особенностей.
Чердак 4;1.1;1;2;1;Это здание является примером функционального дизайна.
Крольчатник 18;4.8;3;3;3;Мне нравится дизайн этого здания.
Институт 39;4.5;2;5;4;Это здание является примером функционального дизайна.
Тоннель 100;5.0;4;5;3;Это здание очень функционально.
Сеть 62;1.4;3;4;2;Это здание представляет собой типичный образец современной архитектуры.
Почта 83;1.9;5;3;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Замок 64;0.6;1;1;1;Это великолепное здание!
Сеть 62;1.4;5;1;1;Это здание не имеет особых архитектурных особенностей.
Осатаник 29;0.2;3;5;1;Это здание является примером функционального дизайна.
Причал 66;2.3;5;5;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Бомбоубежище 69;3.5;4;3;1;Это здание имеет стандартную конструкцию.
Шале 41;4.7;2;4;5;Это здание является примером функционального дизайна.
Университет 60;3.6;2;2;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Мостки 58;4.6;4;1;2;Это здание представляет собой типичный образец современной архитектуры.
Осатаник 58;0.6;3;1;1;Это здание очень функционально.
Лежбище 72;3.1;5;2;1;Это здание построено из стандартных строительных материалов.
Фазенда 49;4.8;1;1;1;Это здание имеет стандартную конструкцию.
Страусятник 81;2.7;2;4;3;Это здание не имеет особых архитектурных особенностей.
Чердак 4;0.4;4;1;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Канализация 77;2.4;4;2;1;Это здание не имеет особых архитектурных особенностей.
Лосятник 25;2.2;5;1;5;Это здание не имеет особых архитектурных особенностей.
Больница 64;4.5;4;3;4;Это здание прекрасно вписывается в окружающий ландшафт.
Бомбоубежище 69;1.4;4;1;1;Это здание представляет собой типичный образец современной архитектуры.
Лифт 92;3.5;4;1;1;Это великолепное здание!
Тенета 47;2.7;5;4;3;Это здание построено из стандартных строительных материалов.
Док 48;3.0;3;3;5;Это здание представляет собой типичный образец современной архитектуры.
Альпакарий 3;3.6;1;4;2;Это здание не имеет особых архитектурных особенностей.
Крольчатник 18;4.6;3;5;4;Это здание прекрасно вписывается в окружающий ландшафт.
Фазенда 49;2.1;3;4;3;Это здание представляет собой типичный образец современной архитектуры.
Супермаркет 40;1.2;5;2;4;Мне нравится дизайн этого здания.
Псарня 11;0.7;4;2;1;Это здание является примером функционального дизайна.
Офис 26;3.9;4;4;1;Это здание представляет собой типичный образец современной архитектуры.
Церковь 55;5.0;1;4;3;Это здание очень функционально.
Улей 63;4.6;5;5;1;Это великолепное здание!
Альпакарий 3;2.9;2;5;3;Это великолепное здание!
Сеть 62;2.9;3;1;4;Это здание имеет стандартную конструкцию.
Виадук 28;0.5;5;4;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Конюшня 55;4.5;4;4;1;Это здание представляет собой типичный образец современной архитектуры.
Канализация 77;1.2;4;5;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Кошара 22;3.0;2;5;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Электростанция 57;4.4;3;2;5;Это здание представляет собой типичный образец современной архитектуры.
Университет 96;2.2;3;5;5;Это здание является примером функционального дизайна.
Док 48;1.6;1;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Аптека 53;3.8;3;3;2;Мне нравится дизайн этого здания.
Осатаник 29;4.6;5;1;1;Это здание представляет собой типичный образец современной архитектуры.
Театр 38;2.0;5;3;2;Мне нравится дизайн этого здания.
Страусятник 81;4.2;2;4;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Пандус 83;2.6;2;5;3;Это здание построено из стандартных строительных материалов.
Мансарда 62;1.6;1;3;4;Это здание имеет стандартную конструкцию.
Логово 7;0.1;4;4;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Улей 50;1.4;2;5;5;Это здание представляет собой типичный образец современной архитектуры.
Мансарда 62;2.7;5;3;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Крольчатник 81;3.7;1;1;5;Это здание представляет собой типичный образец современной архитектуры.
Аптека 53;1.3;4;2;4;Это здание построено из стандартных строительных материалов.
Отель 97;4.5;3;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Особняк 9;0.8;1;4;3;Это здание прекрасно вписывается в окружающий ландшафт.
Утятник 38;4.1;5;2;5;Это здание является примером функционального дизайна.
Псарня 54;0.4;3;1;1;Это здание является примером функционального дизайна.
Мансарда 62;1.6;5;5;5;Это здание представляет собой типичный образец современной архитектуры.
Гараж 20;4.1;4;2;3;Это великолепное здание!
Мануфактура 6;1.2;1;3;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Почта 83;3.2;1;4;1;Это здание не имеет особых архитектурных особенностей.
Осатаник 58;0.8;4;4;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Лежбище 72;4.4;4;1;5;Это великолепное здание!
Университет 96;4.0;3;4;4;Это здание очень функционально.
Свиноферма 10;0.6;3;1;1;Это здание прекрасно вписывается в окружающий ландшафт.
Кошара 22;2.5;2;2;4;Это здание имеет стандартную конструкцию.
Тоннель 64;1.8;2;1;5;Это здание представляет собой типичный образец современной архитектуры.
Почта 83;2.5;4;2;1;Это здание имеет стандартную конструкцию.
Верфь 56;0.9;5;1;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Осатаник 58;2.1;1;1;4;Это здание является примером функционального дизайна.
Логово 7;4.2;3;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Пандус 83;3.5;3;3;2;Это здание имеет стандартную конструкцию.
Пасека 16;1.8;5;1;2;Это здание прекрасно вписывается в окружающий ландшафт.
Причал 66;3.3;2;5;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Чердак 4;0.4;2;5;4;Это здание не имеет особых архитектурных особенностей.
Док 48;4.7;3;3;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Лежбище 72;0.7;4;2;2;Это здание является примером функционального дизайна.
Магазин 26;3.9;5;5;2;Это здание прекрасно вписывается в окружающий ландшафт.
Свиноферма 10;1.8;1;1;5;Это здание является примером функционального дизайна.
Страусятник 81;2.8;2;3;1;Это здание построено из стандартных строительных материалов.
Кошара 22;4.6;3;3;1;Это здание очень функционально.
Крольчатник 18;0.4;1;4;5;Это здание является примером функционального дизайна.
Лосятник 25;0.9;4;4;3;Это здание представляет собой типичный образец современной архитектуры.
Гараж 20;4.6;2;1;3;Это здание представляет собой типичный образец современной архитектуры.
Свиноферма 61;5.0;1;5;5;Мне нравится дизайн этого здания.
Канализация 77;0.8;5;2;2;Это здание является примером функционального дизайна.
Виадук 22;2.2;1;4;5;Это здание не имеет особых архитектурных особенностей.
Страусятник 81;4.7;5;5;3;У этого здания отличная архитектура.
Замок 64;1.8;5;3;3;Это здание не имеет особых архитектурных особенностей.
Институт 39;0.4;1;3;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
